id,timestamp,season,holiday,workingday,weather,temp,temp_feel,humidity,windspeed,demand
32,02-01-2017 08:00,spring,No,No,Light snow or rain,,20.455,71,15.0013,2.0794
33,02-01-2017 09:00,spring,No,No,Mist,15.58,19.695,76,15.0013,2.9957
34,02-01-2017 10:00,spring,No,No,Mist,14.76,17.425,81,15.0013,3.9703
35,02-01-2017 11:00,spring,No,No,Mist,14.76,16.665,71,16.9979,4.2485
36,02-01-2017 12:00,spring,No,No,Mist,14.76,,66,19.9995,4.5326
37,02-01-2017 13:00,spring,No,No,Mist,14.76,17.425,66,8.9981,4.3175
38,02-01-2017 14:00,spring,No,No,Light snow or rain,14.76,17.425,76,12.998,4.0775
39,02-01-2017 15:00,spring,No,No,Light snow or rain,13.94,16.665,81,11.0014,4.3041
40,02-01-2017 16:00,spring,No,No,Light snow or rain,,16.665,71,11.0014,4.3307
41,02-01-2017 17:00,spring,No,No,Clear or partly cloudy,13.94,16.665,57,12.998,4.1744
42,02-01-2017 18:00,spring,No,No,Mist,14.76,16.665,46,22.0028,3.9703
43,02-01-2017 19:00,spring,No,No,Clear or partly cloudy,13.12,14.395,42,30.0026,3.4012
44,02-01-2017 20:00,spring,No,No,Clear or partly cloudy,,13.635,39,23.9994,3.091
45,02-01-2017 21:00,spring,No,No,Clear or partly cloudy,10.66,11.365,44,22.0028,3.434
46,02-01-2017 22:00,spring,No,No,Clear or partly cloudy,9.84,10.605,44,19.9995,2.1972
47,02-01-2017 23:00,spring,No,No,Clear or partly cloudy,,11.365,47,11.0014,2.0794
48,03-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44,23.9994,1.6094
49,03-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,,8.335,44,27.9993,0.6931
50,03-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,47,26.0027,0
51,03-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,47,19.0012,1.0986
52,03-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,5.74,5.305,50,26.0027,3.4012
53,03-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,,6.82,,12.998,4.1589
54,03-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,19.0012,5.037
55,03-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,43,26.0027,4.4773
56,03-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,7.38,8.335,43,16.9979,3.7842
57,03-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40,22.0028,3.9318
58,03-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,,10.605,35,19.9995,4.1109
59,03-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,35,19.0012,4.1109
60,03-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,19.0012,4.3438
61,03-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,16.9979,4.2767
62,03-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,16.9979,4.3307
63,03-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,30,15.0013,5.0562
64,03-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,32,7.0015,5.0562
65,03-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,4.7005
66,03-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,,11.365,47,7.0015,3.9512
67,03-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,64,8.9981,3.9512
68,03-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69,8.9981,2.9957
69,03-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,55,7.0015,2.4849
70,04-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,55,7.0015,1.6094
71,04-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,59,7.0015,0.6931
72,04-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,63,8.9981,0
73,04-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,5.74,9.09,63,6.0032,0.6931
74,04-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,68,7.0015,1.3863
75,04-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,,7.575,74,7.0015,3.5835
76,04-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,74,8.9981,4.5433
77,04-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69,11.0014,5.1874
78,04-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,7.575,64,,4.6052
79,04-01-2017 10:00,spring,No,Yes,Mist,6.56,6.82,69,22.0028,3.7377
80,04-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,51,19.9995,4.0431
81,04-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,11.0014,4.3567
82,04-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,56,12.998,4.5747
83,04-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,52,15.0013,4.1431
84,04-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,,13.635,52,16.9979,4.1744
85,04-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,49,16.9979,4.4188
86,04-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,48,15.0013,5.3566
87,04-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,48,12.998,5.204
88,04-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48,7.0015,4.7185
89,04-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48,7.0015,3.989
90,04-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,,13.635,64,0,3.8712
91,04-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,64,6.0032,3.5553
92,04-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,69,6.0032,2.3979
93,05-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,64,0,1.7918
94,05-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74,6.0032,1.7918
95,05-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74,6.0032,0.6931
96,05-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,48,15.0013,0.6931
97,05-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47,11.0014,1.0986
98,05-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,47,15.0013,3.4965
99,05-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,43,12.998,4.4773
100,05-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40,19.9995,5.273
101,05-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,,9.85,37,22.0028,4.7449
102,05-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,37,22.0028,4.0431
103,05-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33,22.0028,3.8286
104,05-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33,22.0028,4.3694
105,05-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,11.48,12.88,30,19.9995,4.2627
106,05-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28,12.998,4.1271
107,05-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28,12.998,4.1271
108,05-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,12.3,15.91,28,6.0032,4.4886
109,05-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,38,12.998,5.247
110,05-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,38,8.9981,5.1299
111,05-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,38,7.0015,4.8828
112,05-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47,11.0014,4.4886
113,05-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51,12.998,3.7612
114,05-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,55,8.9981,3.7377
115,05-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,2.9444
116,06-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,7.38,12.12,55,0,2.3979
117,06-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64,0,1.3863
118,06-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64,0,0.6931
119,06-01-2017 04:00,spring,No,Yes,Mist,6.56,9.85,64,6.0032,0
120,06-01-2017 05:00,spring,No,Yes,Mist,5.74,9.09,69,6.0032,1.3863
121,06-01-2017 06:00,spring,No,Yes,Mist,5.74,8.335,63,7.0015,3.5835
122,06-01-2017 07:00,spring,No,Yes,Mist,,11.365,59,0,4.5539
123,06-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,59,0,5.3891
124,06-01-2017 09:00,spring,No,Yes,Mist,,12.12,51,0,4.804
125,06-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,3.8067
126,06-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,44,6.0032,4.0775
127,06-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,10.66,14.395,35,0,4.4308
128,06-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,35,7.0015,4.2047
129,06-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36,11.0014,4.2485
130,06-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36,0,4.1271
131,06-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,38,11.0014,4.4543
132,06-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,11.0014,5.1475
133,06-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,8.9981,5.0938
134,06-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,55,,4.7185
135,06-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,,10.605,51,11.0014,4.2341
136,06-01-2017 21:00,spring,No,Yes,Mist,9.02,10.605,55,15.0013,3.8712
137,06-01-2017 22:00,spring,No,Yes,Mist,9.02,10.605,51,19.0012,3.9512
138,06-01-2017 23:00,spring,No,Yes,Mist,,9.85,59,12.998,3.1355
139,07-01-2017 00:00,spring,No,Yes,Mist,8.2,9.85,64,12.998,2.8332
140,07-01-2017 01:00,spring,No,Yes,Mist,8.2,9.85,69,15.0013,1.9459
141,07-01-2017 02:00,spring,No,Yes,Mist,8.2,9.85,69,15.0013,0
142,07-01-2017 04:00,spring,No,Yes,Mist,8.2,10.605,69,8.9981,0
143,07-01-2017 05:00,spring,No,Yes,Light snow or rain,,13.635,55,0,1.6094
144,07-01-2017 06:00,spring,No,Yes,Mist,8.2,12.88,69,0,3.5264
145,07-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,69,8.9981,4.4308
146,07-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51,16.9979,5.3471
147,07-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,47,19.9995,4.8978
148,07-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,,9.85,37,22.0028,4.1431
149,07-01-2017 11:00,spring,No,Yes,Mist,8.2,,40,15.0013,4.2047
150,07-01-2017 12:00,spring,No,Yes,Mist,,9.85,37,16.9979,4.0775
151,07-01-2017 13:00,spring,No,Yes,Mist,8.2,9.09,37,19.0012,4.2905
152,07-01-2017 14:00,spring,No,Yes,Mist,8.2,9.85,40,16.9979,3.912
153,07-01-2017 15:00,spring,No,Yes,Mist,8.2,10.605,37,11.0014,4.2767
154,07-01-2017 16:00,spring,No,Yes,Mist,,10.605,37,11.0014,4.4659
155,07-01-2017 17:00,spring,No,Yes,Mist,8.2,12.88,37,0,5.2311
156,07-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40,6.0032,4.8122
157,07-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,55,6.0032,4.5539
158,07-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,47,7.0015,3.9318
159,07-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,47,8.9981,3.6636
160,07-01-2017 22:00,spring,No,Yes,Mist,7.38,9.85,43,11.0014,3.5835
161,07-01-2017 23:00,spring,No,Yes,Mist,7.38,9.85,51,11.0014,2.7081
162,08-01-2017 00:00,spring,No,No,Mist,7.38,9.85,51,11.0014,3.2189
163,08-01-2017 01:00,spring,No,No,Mist,7.38,10.605,55,6.0032,2.7726
164,08-01-2017 02:00,spring,No,No,Mist,7.38,12.12,55,0,2.7726
165,08-01-2017 03:00,spring,No,No,Light snow or rain,7.38,9.85,55,11.0014,1.9459
166,08-01-2017 04:00,spring,No,No,Light snow or rain,7.38,9.85,55,11.0014,0
167,08-01-2017 05:00,spring,No,No,Mist,6.56,8.335,74,,1.6094
168,08-01-2017 06:00,spring,No,No,Mist,6.56,8.335,74,11.0014,0.6931
169,08-01-2017 07:00,spring,No,No,Mist,6.56,9.09,74,7.0015,2.1972
170,08-01-2017 08:00,spring,No,No,Light snow or rain,6.56,9.09,93,7.0015,2.7081
171,08-01-2017 09:00,spring,No,No,Light snow or rain,6.56,9.09,93,7.0015,2.9957
172,08-01-2017 10:00,spring,No,No,Mist,,9.85,80,11.0014,4.1109
173,08-01-2017 11:00,spring,No,No,Mist,8.2,9.09,69,26.0027,4.1271
174,08-01-2017 12:00,spring,No,No,Mist,8.2,9.09,59,23.9994,4.585
175,08-01-2017 13:00,spring,No,No,Clear or partly cloudy,8.2,9.09,44,22.0028,4.625
176,08-01-2017 14:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32,32.9975,4.5539
177,08-01-2017 15:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32,30.0026,4.3041
178,08-01-2017 16:00,spring,No,No,Clear or partly cloudy,7.38,6.82,29,30.0026,4.3307
179,08-01-2017 17:00,spring,No,No,Clear or partly cloudy,6.56,6.06,37,36.9974,4.2341
180,08-01-2017 18:00,spring,No,No,Clear or partly cloudy,5.74,6.06,39,19.9995,4.0073
181,08-01-2017 19:00,spring,No,No,Clear or partly cloudy,5.74,6.06,36,16.9979,3.4012
182,08-01-2017 20:00,spring,No,No,Clear or partly cloudy,4.92,6.06,36,16.9979,3.3322
183,08-01-2017 21:00,spring,No,No,Clear or partly cloudy,4.92,5.305,39,23.9994,3.6109
184,08-01-2017 22:00,spring,No,No,Clear or partly cloudy,,5.305,36,26.0027,3.5264
185,08-01-2017 23:00,spring,No,No,Clear or partly cloudy,4.1,3.03,39,30.0026,3.091
186,09-01-2017 00:00,spring,No,No,Clear or partly cloudy,4.1,3.79,42,26.0027,3.2189
187,09-01-2017 01:00,spring,No,No,Clear or partly cloudy,4.1,3.03,42,31.0009,2.4849
188,09-01-2017 02:00,spring,No,No,Clear or partly cloudy,4.1,3.03,46,31.0009,2.3979
189,09-01-2017 03:00,spring,No,No,Clear or partly cloudy,,3.79,46,27.9993,1.3863
190,09-01-2017 04:00,spring,No,No,Clear or partly cloudy,,4.545,53,12.998,0
191,09-01-2017 05:00,spring,No,No,Clear or partly cloudy,,4.545,53,12.998,0
192,09-01-2017 06:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49,19.0012,0
193,09-01-2017 07:00,spring,No,No,Clear or partly cloudy,3.28,4.545,53,12.998,1.7918
194,09-01-2017 08:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49,19.0012,2.3026
195,09-01-2017 09:00,spring,No,No,Clear or partly cloudy,4.92,3.79,46,35.0008,2.9444
196,09-01-2017 10:00,spring,No,No,Clear or partly cloudy,5.74,5.305,43,26.0027,3.8918
197,09-01-2017 11:00,spring,No,No,Clear or partly cloudy,6.56,6.06,40,35.0008,3.8918
198,09-01-2017 12:00,spring,No,No,Clear or partly cloudy,,6.82,37,30.0026,4.4188
199,09-01-2017 13:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34,30.0026,4.3175
200,09-01-2017 14:00,spring,No,No,Clear or partly cloudy,9.02,9.09,32,31.0009,4.2767
201,09-01-2017 15:00,spring,No,No,Clear or partly cloudy,9.02,9.85,35,23.9994,4.4067
202,09-01-2017 16:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34,30.0026,4.5218
203,09-01-2017 17:00,spring,No,No,Clear or partly cloudy,7.38,7.575,37,26.0027,4.1271
204,09-01-2017 18:00,spring,No,No,Clear or partly cloudy,6.56,6.82,40,,3.8712
205,09-01-2017 19:00,spring,No,No,Clear or partly cloudy,6.56,6.82,43,22.0028,3.7136
206,09-01-2017 20:00,spring,No,No,Clear or partly cloudy,,6.06,46,16.9979,3.6376
207,09-01-2017 21:00,spring,No,No,Clear or partly cloudy,5.74,5.305,46,27.9993,2.9957
208,09-01-2017 22:00,spring,No,No,Clear or partly cloudy,5.74,6.06,46,19.9995,2.7081
209,09-01-2017 23:00,spring,No,No,Clear or partly cloudy,4.92,6.82,50,12.998,1.7918
210,10-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,19.0012,1.6094
211,10-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,,6.06,50,19.0012,0
212,10-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,1.0986
213,10-01-2017 03:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,0
214,10-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,4.1,6.06,54,8.9981,1.0986
215,10-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,4.1,5.305,54,16.9979,1.0986
216,10-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,19.0012,3.434
217,10-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,4.3438
218,10-01-2017 08:00,spring,No,Yes,Mist,4.92,6.06,50,19.0012,5.2364
219,10-01-2017 09:00,spring,No,Yes,Mist,5.74,6.06,50,,4.5433
220,10-01-2017 10:00,spring,No,Yes,Mist,5.74,6.06,50,19.9995,3.434
221,10-01-2017 11:00,spring,No,Yes,Mist,6.56,6.82,47,19.0012,3.4012
222,10-01-2017 12:00,spring,No,Yes,Mist,8.2,9.09,40,19.0012,3.9512
223,10-01-2017 13:00,spring,No,Yes,Mist,8.2,9.09,40,19.0012,3.989
224,10-01-2017 14:00,spring,No,Yes,Mist,,9.85,40,15.0013,3.8501
225,10-01-2017 15:00,spring,No,Yes,Mist,8.2,9.85,40,15.0013,3.8067
226,10-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,40,8.9981,4.3041
227,10-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40,7.0015,5.1818
228,10-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,40,15.0013,5.0434
229,10-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,47,11.0014,4.5539
230,10-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,50,11.0014,4.3041
231,10-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,5.74,6.82,59,12.998,3.6376
232,10-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,3.1781
233,10-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,2.8904
234,11-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,5.74,8.335,59,7.0015,2.4849
235,11-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,1.0986
236,11-01-2017 02:00,spring,No,Yes,Mist,6.56,7.575,55,12.998,1.0986
237,11-01-2017 05:00,spring,No,Yes,Mist,6.56,9.09,55,8.9981,1.7918
238,11-01-2017 06:00,spring,No,Yes,Mist,6.56,9.09,55,8.9981,3.2958
239,11-01-2017 07:00,spring,No,Yes,Mist,,11.365,55,0,4.5951
240,11-01-2017 08:00,spring,No,Yes,Mist,7.38,10.605,51,6.0032,5.3799
241,11-01-2017 09:00,spring,No,Yes,Mist,7.38,9.85,51,11.0014,4.8675
242,11-01-2017 10:00,spring,No,Yes,Mist,8.2,10.605,51,11.0014,3.989
243,11-01-2017 11:00,spring,No,Yes,Mist,8.2,10.605,47,8.9981,3.5553
244,11-01-2017 12:00,spring,No,Yes,Mist,8.2,11.365,51,7.0015,4.0431
245,11-01-2017 13:00,spring,No,Yes,Mist,8.2,11.365,59,6.0032,3.9512
246,11-01-2017 14:00,spring,No,Yes,Mist,8.2,11.365,59,6.0032,4.1431
247,11-01-2017 15:00,spring,No,Yes,Mist,6.56,9.85,80,6.0032,3.8501
248,11-01-2017 16:00,spring,No,Yes,Mist,6.56,7.575,86,15.0013,4.3307
249,11-01-2017 17:00,spring,No,Yes,Mist,6.56,7.575,86,15.0013,4.9127
250,11-01-2017 18:00,spring,No,Yes,Light snow or rain,6.56,9.09,93,7.0015,4.5539
251,11-01-2017 19:00,spring,No,Yes,Light snow or rain,6.56,11.365,93,0,3.9318
252,11-01-2017 20:00,spring,No,Yes,Light snow or rain,6.56,7.575,93,12.998,3.4657
253,11-01-2017 21:00,spring,No,Yes,Light snow or rain,6.56,9.85,86,6.0032,2.9957
254,11-01-2017 22:00,spring,No,Yes,Light snow or rain,6.56,9.09,93,7.0015,3.3673
255,11-01-2017 23:00,spring,No,Yes,Light snow or rain,6.56,9.85,93,6.0032,2.9444
256,12-01-2017 00:00,spring,No,Yes,Mist,6.56,9.85,86,6.0032,1.9459
257,12-01-2017 01:00,spring,No,Yes,Mist,6.56,9.09,86,7.0015,1.7918
258,12-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,86,8.9981,0
259,12-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,86,11.0014,1.6094
260,12-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,93,8.9981,2.7726
261,12-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,,7.575,69,8.9981,3.989
262,12-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,59,11.0014,4.852
263,12-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,59,22.0028,4.3944
264,12-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,55,15.0013,3.6636
265,12-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,51,26.0027,3.5553
266,12-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,47,39.0007,4.0073
267,12-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44,23.9994,3.8918
268,12-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,,9.09,47,22.0028,3.7842
269,12-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,8.2,8.335,47,27.9993,3.8918
270,12-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44,22.0028,4.2195
271,12-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,,9.09,47,23.9994,4.9345
272,12-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,47,35.0008,4.92
273,12-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,7.38,7.575,47,27.9993,4.4188
274,12-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,50,22.0028,4.0254
275,12-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,55,22.0028,4.0431
276,12-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,6.56,6.06,55,30.0026,3.4965
277,12-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,,5.305,59,27.9993,2.9957
278,13-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,59,19.0012,1.9459
279,13-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,19.0012,0.6931
280,13-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,,6.06,50,23.9994,0.6931
281,13-01-2017 03:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,22.0028,1.0986
282,13-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,16.9979,1.3863
283,13-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,19.9995,1.0986
